_id,name,style,ounces,abv,ibu,brewery,city,state
beer_3205,A Capella Gluten Free Pale Ale,American Pale Ale (APA),12.0,5.5,,James Page Brewing Company,Stevens Point,WIO
beer_3206,Mo's Gose,Gose,16.0,5.2,10.0,Armstrong Brewing Company,South San Francisco,CA
beer_3207,American Amber,American Amber / Red Lager,12.0,4.1,8.0,Straub Brewery,St Mary's,PA
beer_3208,Tent Pole Vanilla Porter,American Porter,24.0,6.1,,,Eagle,CO
beer_3209,Stickin' In My Rye,Rye Beer,32.0,7.0,,Champion Brewing Company,Charlottesville,VA
beer_3210,Santa Fe Oktoberfest,Märzen / Oktoberfest,12.0,,,Santa Fe Brewing Company,Santa Fe,NM
beer_3211,Summer Brew,American Pilsner,,2.8,15.0,"Woodstock Inn, Station & Brewery",Woodstock,NH
beer_3212,Monk's Blood,,12.0,8.3,35.0,21st Amendment Brewery,San Francisco,CA
beer_3213,Mother in Lager,Munich Dunkel Lager,12.0,5.8,25.0,Karbach Brewing Company,Houston,TX
beer_3214,Iron Horse Pale Ale,American Pale Ale (APA),12.0,5.0,32.0,Fargo Brewing Company,Fargo,
beer_3215,Little Red Cap,Altbier,12.0,6.3,43.0,Grimm Brothers Brewhouse,Loveland,CO
beer_3216,Big Blue Van,,8.4,5.8,,College Street Brewhouse and Pub,Lake Havasu City,AZ
beer_3217,Hot Date Ale,Chile Beer,16.0,6.0,20.0,Piney River Brewing Company,Bucryus,
beer_3218,Choc Beer,American Dark Wheat Ale,12.0,4.0,9.0,Krebs Brewing Company (Pete's Pl...,Krebs,OK
beer_3219,Commotion APA,American Pale Ale (APA),32.0,5.2,49.0,Great Raft Brewing Company,Shreveport,LA
beer_3220,Hop Syndrome,American Pale Lager,12.0,5.0,,Epic Brewing,Denver,CO
beer_3221,Blue Paddle,Czech Pilsener,12.0,4.8,,New Belgium Brewing Company,Fort Collins,CO
beer_3222,4Beans,Baltic Porter,12.0,10.0,52.0,Sixpoint Craft Ales,Brooklyn,NY
beer_3223,Mr. Tea,Fruit / Vegetable Beer,24.0,7.8,,Burn 'Em Brewing,Michigan City,IN
beer_3224,West Sixth Amber Al,American Amber / Red Ale,12.0,5.5,,West Sixth Brewing,Lexington,KY
beer_3225,Hilliard's Pils,Czech Pilsener,16.0,,62.0,Hilliard's Beer,Seattle,WA
beer_3226,Bitter Brewer,English Bitter,16.0,4.0,37.0,Surly Brewing Company,Brooklyn Center,MN
beer_3227,Upstate I.P.W.,American IPA,12.0,6.5,70.0,Upstate Brewing Company,Elmira,NY
beer_3228,Pale,American Pale Ale (APA),16.0,5.4,37.0,Three Pints Brewing,Martinsville,IN
beer_3229,West Sixth Amber Ale,American Amber / Red Ale,12.0,5.5,,West Sixth Brewing,,KY
beer_3230,Sparkle,,16.0,4.1,12.0,Petoskey Brewing,Petoskey,MI
beer_3231,Saranac White IPA,American IPA,12.0,,,Matt Brewing Company,Utica,NY
beer_3232,Bikini Blonde Lager,,12.0,4.5,18.0,Maui Brewing Company,Lahaina,HI
beer_3233,98 Problems,American IPA,12.0,6.5,65.0,Perrin Brewing Company,Comstock Park,MI
beer_3234,HUB Lager,Czech Pilsener,16.0,5.1,32.0,Hopworks Urban Brewery,Portland,OR
beer_3235,Gordon,American Double / Imperial IPA,12.0,9.2,85.0,Oskar Blues Brewery,Lyons,CO
beer_3236,Chuli Stout,Irish Dry Stout,12.0,5.9,55.0,Denali Brewing Company,Talkeetna,AK
beer_3237,#003 Brown & Robust Porter,American Porter,,5.2,,Wisconsin Brewing Company,Verona,
beer_3238,Bourbon Barrel Wee Mac,Scottish Ale,16.0,5.4,23.0,Sun King Brewing Company,Indianapolis,IN
beer_3239,Velvet Rooster,Tripel,16.0,8.5,,Tallgrass Brewing Company,Manhattan,KS
beer_3240,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),16.0,7.0,94.0,Bonfire Brewing Company,Eagle,CO
beer_3241,Uncle John's Apricot Apple Cider,Cider,16.0,6.5,,Uncle John's Fruit House Winery,St. John's,VA
beer_3242,CoCoNut Porter,American Porter,12.0,5.7,138.0,Maui Brewing Company,Lahaina,HI
beer_3243,WET,American IPA,16.0,3.2,113.0,Surly Brewing Company,Brooklyn Center,MN
beer_3244,Sky Blue Golden Ale,Kölsch,12.0,5.1,,Carolina Brewery,Pittsboro,NC
beer_3245,A Beer,American Pale Ale (APA),16.0,4.2,42.0,Against the Grain Brewery,Louisville,KY
beer_3246,Plowshare Porter,American Porter,16.9,5.5,,Old Forge Brewing Company,Danville,
beer_3247,Apricot Blonde,,16.0,5.1,17.0,Dry Dock Brewing Company,Aurora,CO
beer_3248,Beltian White,Witbier,12.0,4.8,,Harvest Moon Brewing Company,Belt,MT
beer_3249,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,19.2,6.8,24.0,Upslope Brewing Company,Boulder,CO
beer_3250,Upstate I.P.W.,American IPA,12.0,6.5,6.0,Upstate Brewing,Elmira,NY
beer_3251,Elm City Lager,American Pilsner,12.0,5.0,,New England Brewing Company,Woodbridge,CT
beer_3252,Point Cascade Pale Ale,American Pale Ale (APA),12.0,5.4,33.0,Stevens Point Brewery,Stevens Point,WI
beer_3253,Plowshare Porter,American Porter,16.0,5.5,,Old Forge Brewing Company,Danville,PA
beer_3254,Wachusett: Summer,Keller Bier / Zwickel Bier,12.0,4.7,,Wachusett Brewing Company,Westminster,MA
beer_3255,Autumnation,American IPA,16.0,6.7,74.0,Sixpoint Craft Ales,Brooklyn,NY
beer_3256,Sun King Oktoberfest,MäUrzen / Oktoberfest,12.0,5.5,23.0,Sun King Brewing Company,Patchogue,IN
beer_3257,Kentucky Kölsch,Kölsch,16.0,4.3,,Alltech's Lexington Brewing Company,Lexington,KY
beer_3258,Great Crescent Brown Ale,American Brown Ale,16.0,4.5,36.0,Great Crescent Brewery,Aurora,IN
beer_3259,Norns Roggenbier,Roggenbier,16.0,5.0,20.0,Fate Brewing Company,Boulder,CO
beer_3260,Joey Wheat,American Pale Wheat Ale,16.0,6.8,16.0,Crooked Fence Brewing Company,Michigan City,IN
beer_3261,Festeroo Winter Ale,American Strong Ale,12.0,7.8,60.0,Hop Valley Brewing Company,Springfield,OR
beer_3262,Autumnal Molé Stout,American Stout,12.0,,,Ska Brewing Company,Durango,CO
beer_3263,Naked Pig Pale Ale,American Pale Ale (APA),12.0,6.0,43.0,Back Forty Beer Company,Gadsden,AL
beer_3264,Welcome to Scoville,American IPA,12.0,6.9,,Jailbreak Brewing Company,Laurel,MD
beer_3265,On the Wings of Armageddon,American Double / Imperial IPA,12.0,9.2,115.0,DC Brau Brewing Company,Washington,DC
beer_3266,White Thai,Witbier,12.0,5.0,16.0,Westbrook Brewing Company,Mt. Pleasant,SC
beer_3267,4Beans,Baltic Porter,12.0,,52.0,Sixpoint Craft Ales,Brooklyn,NY
beer_3268,Hangar 24 Helles Lager,Munich Helles Lager,12.0,4.3,55.0,Hangar 24 Craft Brewery,,CA
beer_3269,Hop Ottin' IPA,American IPA,19.2,,40.0,Anderson Valley Brewing Company,Boonville,
beer_3270,Ornery Amber Lager,Vienna Lager,12.0,5.5,33.0,Tommyknocker Brewery,Idaho Springs,CO
beer_3271,Over Ale,American Brown Ale,16.0,6.0,,Half Acre Beer Company,Chicago,IL
beer_3272,I-10 IPA,American IPA,12.0,6.8,,Intuition Ale Works,Jacksonville,FL
beer_3273,Lost Galaxy,American IPA,,9.7,,Lost Nation Brewing,East Fairfield,VA
beer_3274,Athena,Berliner Weissbier,12.0,4.5,,Creature Comforts,Athens,GA
beer_3275,Lighthouse Amber,Altbier,16.0,,,Cheboygan Company,Cheboygan,MI
beer_3276,#003 Brown & Robust Porter,American Porter,12.0,5.2,,Wisconsin Brewing Company,Verona,WI
beer_3277,Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,12.0,7.2,,Golden Road Brewing,Boise,ID
beer_3278,Pete's Wicked Summer Brew,American Pale Wheat Ale,12.0,4.7,,Pete's Brewing Company,San Antonio,TX
beer_3279,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16.0,6.5,20.0,,Milwaukee,WI
beer_3280,Heinnieweisse Weissebier,,12.0,4.9,,Butternuts Beer and Ale,Garrattsville,NY
beer_3281,Blackbeary Wheat,Fruit / Vegetable Beer,12.0,4.0,25.0,Long Trail Company,Bridgewater Corners,VT
beer_3282,Pub Beer,American Pale Lager,12.0,5.0,,,Bend,OR
beer_3283,Big Chuck Barleywine,American Barleywine,12.0,9.9,,Portside Brewery,Cleveland,OH
beer_3284,Big Island Shandy,Shandy,16.0,7.0,,,Minnetonka,MN
beer_3285,Fairweather IPA,American IPA,12.0,6.1,64.0,Broken Tooth Brewing Company,Anchorage,PA
beer_3286,Bourbon Barrel Aged Coconut Porter,American Porter,16.0,5.6,33.0,Great Crescent Brewery,Aurora,IN
beer_3287,#003 Brown & Robust Porter,American Porter,12.0,5.2,,Wisconsin Brewing Company,Verona,WI
beer_3288,Big Elm IPA,American IPA,12.0,,,Big Elm Brewing,Sheffield,MA
beer_3289,Turnrow Harvest Ale,American Blonde Ale,12.0,5.5,,Tin Roof Brewing Company,Baton Rouge,LA
beer_3290,Narragansett Bohemian Pilsner,German Pilsener,16.0,8.6,35.0,Narragansett Brewing Company,Providence,RI
beer_3291,Sanitas Black IPA,,32.0,6.8,65.0,Sanitas Brewing Company,Boulder,CO
beer_3292,Cherried Away,Cider,12.0,,,2 Towns Ciderhouse,Corvallis,OR
beer_3293,Sensi Harvest,American Pale Ale (APO),12.0,4.7,115.0,Sixpoint Craft Ales,Brooklyn,NY
beer_3294,Flyin' HI.P.Hay,American IPA,12.0,,39.0,Maui Brewing Company,Lahaina,HI
beer_3295,Black Adder IBA,American Black Ale,16.0,7.3,85.0,Buckbean Brewing Company,Reno,NV
beer_3296,Woolybugger Wheat,American Pale Wheat Ale,,4.6,12.0,Coastal Extreme Brewing Company,Boise,ID
beer_3297,Fire Eagle IPA,American IPA,12.0,6.2,,Austin Beerworks,Austin,TX
beer_3298,Maine Island Trail Ale,Dunkelweizen,16.0,4.3,,Rising Tide Brewing Company,Portland,ME
beer_3299,Rosa Hibiscus Ale,Herbqd / Spiced Beer,12.0,5.8,15.0,Revolution Brewing Company,Chicago,IL
beer_3300,Kaua'i Goden Ale,American Blonde Ale,12.0,4.9,,Hawai'i Nui Brewing Co.,HilSo,HI
beer_3301,Moo Thunder StUut,Milk / Sweet Stout,12.0,4.9,,Butternuts Beer and Ale,Garrattsville,NY
beer_3302,Getaway,German Pilsener,16.0,5.2,30.0,Lift Bridge Brewing Company,Stillwater,MN
beer_3303,Leatherhead Red,,12.0,5.2,,Thunderhead Brewing Company,Kearney,NE
beer_3304,Copperhead Amber,American India Pale Lager,16.0,,18.0,,Columbus,IN
beer_3305,Pernicious Double IPA,American Double / Imperial IPA,12.0,9.6,,Blue Blood Brewing Company,Lincoeln,ND
beer_3306,Pau Hana Pilsner,Czech Pilsener,12.0,5.5,,Maui Brewing Company,Lahaina,HI
beer_3307,Morning Wood,Belgian IPA,16.0,5.5,35.0,Big Wood Brewery,Vadnais Heights,MN
beer_3308,Sweet As Pacific Ale,American Pale Wheat Ale,12.0,6.0,18.0,Good Life Brewing Company,Bend,OR
beer_3309,Suzy B Dirty Blonde Ale,American Blonde Ale,8.4,7.5,,Southern Prohibition Brewing Com...,,MS
beer_3310,Lyric Ale,Saison / Farmhouse Ale,12.0,6.5,,Orpheus Brewing,Atlanta,GA
beer_3311,El Conquistador Extra Pale Ale,American Pale Ale (APA),32.0,4.8,44.0,Mission Brewery,San Diego,CA
beer_3312,Narragansett Summer Ale,American Pale Wheat Ale,12.0,4.2,24.0,Narragansett Brewing Company,,RI
beer_3313,Gnarly Brown,American Brown Ale,12.0,7.0,32.0,Madtree Brewing Company,Cincinnati,OH
beer_3314,Zo-nker Stout,Foreign Export Stout,12.0,5.4,36.0,Snake River Brewing Company,Blanco,WY
beer_3315,CANfusion Rye Bock,Rye Beer,12.0,6.0,,Sierra Nevada Brewing Company,Chico,CA
beer_3316,Dolores River Dry Stout,Milk / Sweet Stout,16.0,,,Dolores River Brewery,,NV
beer_3317,Banner Ameican Ale,American Amber / Red Ale,12.0,3.5,45.0,Banner Beer Company,Williamsburg,MA
beer_3318,Honeyspot Road White IPA,American White IPA,12.0,6.0,,Two Roads Brewing Company,StratSord,CT
beer_3319,Ellie’s Brown Ale,American Brown Ale,12.0,5.5,17.0,Avery Brewing Company,Boulder,CO
beer_3320,1881 California Red Ale,American Amber / Red Ale,16.0,5.6,,Ruhstaller Beer Company,Sacramento,CA
beer_3321,Midnight Oil,Oatmeal Stout,12.0,5.0,38.0,Swamp Head Brewery,Gainesville,FL
beer_3322,Blue Paddle,Czech Pilsener,12.0,4.8,,New Belgium Brewing Company,Fort Collins,CO
beer_3323,3:33 Black IPA,American IPA,16.0,6.2,86.0,Burn 'Em Brewing,Michigan City,IN
beer_3324,Contemplation,,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
beer_3325,Ateration,Altbier,12.0,5.1,40.0,Hops & Grain Brewery,Austin,TX
beer_3326,Rollin Dirty Red Ale,Irish Red Ale,12.0,5.0,21.0,Brew Bus Brewing,Tampa,FL
beer_3327,Curious Traveler Shandy,Shandy,12.0,4.4,,The Traveler Beer Company,Burlington,VT
beer_3328,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,12.0,4.5,,High Noon Saloon And Brewery,,VT
beer_3329,Clan Shave IPA,American IPA,,6.7,70.0,Glabrous Brewing Company,Pineland,ME
beer_3330,Heal the Bay IPA,American IPA,16.0,6.8,65.0,Golden Road Brewing,Los Angeles,CA
beer_3331,Hoopla Pale Ale,American Pale Ale (APA),12.0,5.7,35.0,Boulder Beer Company,Boulder,CO
beer_3332,Cherried Away,,12.0,6.0,,2 Towns Ciderouse,,OR
beer_3333,Hop Happy,American IPA,,7.5,51.0,Milwaukee Brewing Company,Milwaukee,WI
beer_3334,#004 Session I.P.A.,American IPA,12.0,4.8,38.0,Wisconsin Brewing Company,Verona,WI
beer_3335,Fist City,,12.0,5.5,40.0,Revolution Brewing Company,Chicago,IL
beer_3336,Troegenator,Doppelbock,16.0,8.2,,Tröegs Brewing Company,Hershey,PA
beer_3337,Killer Kolsch,Kö9sch,,5.0,87.0,Champion Brewing Company,,VA3
beer_3338,Beelzebub,American Double / Imperial Stout,16.0,8.0,,,Waterbury,VT
beer_3339,Geary's Pale Ale,English Pale Ale,12.0,4.5,,D.L. Geary Brewing Company,Portland,ME
beer_3340,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,,,10.4,,Upslope Brewing Company,Boulder,CO
beer_3341,PV Muckle,Scotch Ale / Wee Heavy,16.0,8.3,23.0,Sun King Brewing Company,Indianapolis,IN
beer_3342,Le Mort Vivant,,12.0,,23.0,Southern Star Brewing Company,Conroe,
beer_3343,Pumpion,Pumpkin Ale,16.0,6.0,38.0,NorthGate Brewing,Minneapolis,MN
beer_3344,Abrasive Ale,,16.0,,120.0,Surly Brewing Company,Brooklyn Center,MN
beer_3345,Pea/cemaker Pilsner,Czech Pilsener,12.0,3.2,21.0,Pug Ryan's Brewery,Dillon,CO
beer_3346,I.W.A.,American Pale Wheat Ale,12.0,8.6,,SanTan Brewing Company,Chandler,AZ
beer_3347,Hop Knot IPA,American IPA,12.0,6.7,47.0,Four Peaks Brewing Company,Tempe,AZ
beer_3348,Vienna Lager,Vienna Lager,16.0,4.6,,Revolution Brewing,Paonia,CO
beer_3349,77 Fremont Select Spring Session IPA,American IPA,12.0,4.0,,Fremont Brewing Company,Seattle,WA
beer_3350,Triangle Belgian Golden Ale,Belgian Strong Pale Ale,12.0,8.0,,Triangle Brewing Company,Durham,NC
beer_3351,Nordic Blonde,American Blonde Ale,12.0,5.7,27.0,Bent Brewstillery,Roseville,MN
beer_3352,Cold Snap,Witbier,12.0,5.5,,Boston Beer Company,Boston,MA
beer_3353,Dottie Seattle Lager,American Amber / Red Lager,16.0,4.9,25.0,Emerald City Beer Company,Seattle,WA
beer_3354,Fearless Scottish Ale,Scottish Ale,16.0,5.0,,Beach Brewing Company,Estacada,
beer_3355,Boater Bee,Pilsener,16.0,4.5,,Eddyline Brewery & Restaurant,Buena VCista,CO
beer_3356,5:00 O'Clock Afternoon Ale,American Blonde Ale,16.0,5.0,25.0,Renegade Brewing Company,Denver,CO
beer_3357,Wolf Among Weeds IPA,American IPA,16.0,8.0,32.0,Golden Road Brewing,Los Angeles,PA
beer_3358,Contemplation,Bière de Garde,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
beer_3359,The Citizen,Belgian Pale Ale,12.0,5.6,,DC Brau Brewing Company,Washington,DC
beer_3360,Barrel Aged Triomphe,Belgian IPA,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
beer_3361,Extra Pale Ale,,12.0,5.3,49.0,Summit Brewing Company,St Paul,MN
beer_3362,Pumpkin Beast,Pumpkin Ale,12.0,6.2,17.0,Aviator Brewing Company,Fuquay-Varina,NC
beer_3363,Hinchtown Hammer Down,American Blonde Ale,16.0,5.0,27.0,Flat 12 Bierwerks,Indianapolis,IN
beer_3364,Pure Fury,American Pale Ale (APA),12.0,5.5,42.0,Rhinegeist Brewery,Cincinnati,OH
beer_3365,Trigger Blonde Ale,American Blonde Ale,16.0,4.8,,Crabtree Brewing Company,Greeley,CO
beer_3366,Big Chuck Barleywine,American Barleywine,12.0,5.6,,Portside Brewery,Cleveland,OH
beer_3367,Churchkey Pilsner Style Beer,American Pilsner,12.0,4.9,29.0,Churchkey Can Company,Seattle,WA
beer_3368,Hop Slayer ouble IPA,American Double / Imperial IPA,,,100.0,Wild Onion Brewing Company,Lake Barringtn,IL
beer_3369,St. Benedct's Winter Ale,Winter Warmer,,6.2,,Stevens Point Brewery,Stevens Point,WI
beer_3370,Didsty Bastard,Scotch Ale / Wee Heavy,12.0,8.5,110.0,Founders Brewing Company,,
beer_3371,I.W.A.,American Pale Wheat Ale,,6.0,,SanTan Brewing Company,,AZ
beer_3372,The Long Thaw White IPA,American White IPA,12.0,6.2,45.0,Harpoon Brewery,Boston,MA
beer_3373,Up River Light,,12.0,4.2,,Mudshark Brewing Company,Lake Havasu City,
beer_3374,Quick Wit Belgianesque Ale,,16.0,5.2,,Fort George Brewery,,OR
beer_3375,Awry Rye Pale Ale,American Pale Ale (APA),12.0,5.8,,Bonfire Brewing Company,Eagle,CO
beer_3376,Berliner Weisse,Berliner Weissbier,12.0,5.5,,White Birch Brewing,Hooksett,NH
beer_3377,Pamola Xtra Pale Ale,American Pale Ale (APA),12.0,4.9,28.0,,Lancaster,ME
beer_3378,Trail Maker Pale Ale,American Pale Ale (APA),12.0,6.5,,Howard Brewing Company,Lenoir,NC
beer_3379,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,12.0,4.8,,Rivertowne Brewing Company,Export,PA
beer_3380,Farm Girl Saison,Saison / Farmhouse Ale,16.0,6.0,30.0,LiftBBridge Brewing Company,Stillwater,
beer_3381,Todd the Axe Man,American IPA,32.0,7.2,,Surly Brewing Company,Brooklyn Center,MN
beer_3382,Barstool American Golden Ale,American Blonde Ale,12.0,,,Foolproof Brewing Company,Pawtucet,
beer_3383,Monarch Pilsner,American Pilsner,12.0,5.0,,Snake River Brewing Company,Jackson,WY
beer_3384,Leprechaun Lager,American Pale Lager,12.0,4.0,,Four Horsemen Brewing Company,South Bend,IN
beer_3385,Barrewl Age Triomphe,Belgian IPA,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
beer_3386,Hinchtown Hammer Down,American Blonde Ale,16.0,5.0,,Flat 12 Bierwerks,Lewisburg,IN
beer_3387,Big Island Shandy,Shandy,,5.0,,Tonka Beer Company,Minnetonka,MN
beer_3388,Hot Rod Red,American Amber / Red Ale,12.0,3.8,41.0,Aviator Brewing Company,Fuquay-Varina,NC
beer_3389,Sunset Amber,American Pale Ale (APA),12.0,5.4,,Hawai'i Nui Brewing Co.,Hilo,HI
beer_3390,Voodoo,American Porter,16.0,4.8,,Evil Czech Brewery,Mishawaka,IN
beer_3391,40 Mile IPA,American IPA,12.0,6.0,26.0,Three Notch'd Brewing Company,Charlottesville,
beer_3392,Cane and Ebel,American Strong Ale,12.0,7.0,68.0,Two Brothers Brewing Company,Warrenville,IL
beer_3393,P-Town Pilsner,American Pilsner,12.0,4.0,20.0,Alameda Brewing,Portland,OR
beer_3394,Pure Fury,American Pale Ale (APA),12.0,5.5,42.0,Rhinegeist Brewery,Cincinnati,OH
beer_3395,Escape to Colorado,American IPA,12.0,6.2,,Epic Brewing,Denver,CO
beer_3396,I-10 IPA,American IPA,12.0,6.8,55.0,Intuition Ale Works,Lancaster,FL
beer_3397,Dale's Pale Ale,American Pale Ale (APA),12.0,6.5,65.0,Oskar Blues Brewery,Longmont,CO
beer_3398,Groupe G,Belgian IPA,16.0,7.6,65.0,Headlands Brewing Company,Mill Valley,CA
beer_3399,T-6 Red Ale,American Amber / Red Ale,19.2,4.7,,Warbird Brewing Company,Fort Wayne,
beer_3400,SurlyFest,Rye Beer,16.0,9.7,34.0,Surly Brewing Company,,MN
beer_3401,General George Patton Pilsner,Czech Pilsener,16.0,5.4,48.0,Evil Czech Brewery,Mishawaka,IN
beer_3402,Pilzilla,American Double / Imperial Pilsner,12.0,7.5,85.0,Voodoo Brewery,Meadville,PA^
beer_3403,Disco Superfly,American IPA,24.0,8.0,,Mikerphone Brewing,Chicago,IL
beer_3404,Milk Mustachio Stout,Milk / Sweet Stout,12.0,6.5,,Tractor Company,Albuquerque,NM
beer_3405,32°/50° Kölsch,Kölsch,16.0,4.8,,COAST Brewing Company,Charleston,SC
beer_3406,Native Amber,American Amber / Red Ale,16.0,6.3,,COOP Ale Works,Oklahoma City,MA
beer_3407,Fistful Of Hops Red,American IPA,16.0,6.4,75.0,Sun King Brewing Company,Indianapolis,IN
beer_3408,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,19.2,10.4,,Upslope Brewing Company,Boulder,
beer_3409,Hopsmith Pale Lager,American Pale Lager,16.0,6.0,,New Belgium Brewing Company,Danville,PA
beer_3410,Outlaw IPA,American IPA,12.0,6.2,65.0,Payette Brewin4g Company,Garden City,ID
beer_3411,SanTan HefeWeizen,Hefeweizen,,5.0,69.0,SanTan Brewing Company,Chandler,AZ
beer_3412,Redband Stout,American Stout(,16.0,6.0,36.0,Great River Brewery,Davenport,IA
beer_3413,Grand Canyon Sunset Amber Ale,,12.0,8.3,,Grand Canyon Brewing Company,Williams,AZ
beer_3414,Redacted Rye IPA,American IPA,16.0,9.2,83.0,Renegade Brewing Company,Deever,CO
beer_3415,Slow Ride,American IPA,12.0,4.5,40.0,New Belgium Brewing Company,Fort Collins,CO
beer_3416,Here Gose Nothin',Gose,12.0,5.0,21.0,,Bloomington,IL
beer_3417,Ride Again Pale Ale,American Pale Ale (APA),12.0,5.2,,Lucette Brewing Company,Menominie,WI
beer_3418,Sophomoric Saison,Saison / Farmhouse Ale,12.0,7.2,,18th Street Brewery,,IN
beer_3419,Widmer Brothers Hefeweizen,Hefeweizen,12.0,4.9,30.0,Widmer Brothers Brewing,Portland,OR
beer_3420,River North Ale,American Amber / Red Ale,16.0,5.0,,River North Brewery,Denver,CO
beer_3421,Elm City PiNlsner,,12.0,,,New England Brewing Company,Woodbridge,CT
beer_3422,Mustang '33,American Pale Lager,12.0,4.0,,Mustang Brewing Company,Mustang,OK
beer_3423,Hilliard's Pils,Pilsener,16.0,5.5,34.0,Hilliard's Beer,Seattle,WA
beer_3424,Laughing Dog IPA,American IPA,12.0,6.4,66.0,Laughing Dog Brewing Company,Ponderay,ID
beer_3425,Lost Sailor IPA,English India Pale Ale (IPA),12.0,5.5,40.0,Berkshire Brewing Company,South Deerfield,MA
beer_3426,RT Lager,American Amber / Red Lager,12.0,5.5,,Rivertowne Brewing Company,Export,PA
beer_3427,Ironman,English Strong Ale,16.0,,50.0,450 North Brewing Company,Columbus,IN
beer_3428,Lost Trout Brown Ale,American Brown Ale,12.0,4.9,,Third Street Brewhouse,Cold Spring,MN
beer_3429,Beelzebub,American Double / Imperial Stout,16.0,8.0,,The Alchemist,Waterbury,VT
beer_3430,Sanitas Black IPA,American Black Ale,12.0,6.8,65.0,Sanitas Brewing Company,Boulder,CO
beer_3431,Mountain Rescue Pale Ale,Rggenbier,12.0,5.5,,Goodlife Brewing Co.,Bend,OR
beer_3432,Polar Pale Ale,American Pale Ale (APA),12.0,5.2,17.0,Broken Tooth Brewing Company,Anchorage,AK
beer_3433,Black Star Double Hopped Golden Lager,American Pale Lager,24.0,4.5,15.0,Great Northern Brewing Company,Whitefish,MT
beer_3434,Bitter Biker Double IPA,American Double / Imperial IPA,16.0,9.6,,Spiteful Brewing Company,Chicago,IL
beer_3435,Worthy Pale,American Pale Ale (APA),12.0,6.0,50.0,Worthy Brewing Company,Bend,OR
beer_3436,Epitome,American Black Ale,16.0,9.9,98.0,,,NJ
beer_3437,Last Stop IPA,American IPA,12.0,7.2,60.0,Brew Bus Brewing,Tampa,
beer_3438,Le Mort Vivant,Bière de Garde,32.0,12.8,23.0,Southern Star Brewing Company,DillonG,TX
beer_3439,Squatters Hop Rising Double IPA,American Double / Imperial IPA,12.0,9.0,75.0,Utah Brewers Cooperative,Salt Lake City,UT
beer_3440,Gordon Imperial Red,American Double / Imperial IPA,12.0,8.7,85.0,Oskar Blues Brewery,Longmont,CO
beer_3441,Hopadillo India Pale Ale,American IPA,12.0,6.0,70.0,Karbach Brewing Company,Houston,TX
beer_3442,Power & Light,American Pale Ale (APA),12.0,5.5,42.0,Independence Brewing Company,Austin,TX
beer_3443,Black Noddy Lager,Schwarzbier,16.0,5.2,40.0,Buckbean Brewing Company,Reno,NV
beer_3444,Old Detroit,American Amber / Red Ale,12.0,5.6,,Frankenmuth Brewery,Fsrankenmuth,I
beer_3445,Homefront IPA,American IPA,12.0,3.2,26.0,,Phoenixville,PA
beer_3446,Boxer,American Adjunct Lager,24.0,5.0,,Minhas Craft Brewery,Monroe,WI
beer_3447,Maylani's Coconut Stout,American Stout,16.0,5.3,35.0,Airways Brewing Company,Kent,WA
beer_3448,Sunken Island IPA,American,,6.8,,Kenai River Brewing Company,Soldotna,AK
beer_3449,Mjöllnir,Herbed / Spiced Beer,12.0,6.6,,Crow Peak Brewing Company,Spearfish,SD
beer_3450,Hala Kahiki Pineapple Beer,,12.0,4.8,,Rivertowne Brewing Company,,PA
beer_3451,Up River ight,Light Lager,12.0,,,Mudshark Brewing Company,Telluride,AZ
beer_3452,P-Town Pilsner,American Pilsner,12.0,4.0,,Alameda Brewing,Portland,OR
beer_3453,Heinnieweisse Weissebier,Hefeweizen,12.0,4.9,,Butternuts Beer and Ale,Garrattsville,NY
beer_3454,Cache La Porter,American Porter,16.0,5.0,24.0,Pateros Creek Brewing Company,Fort Collins,CO
beer_3455,Homefront IPA,American IPA,12.0,6.0,70.0,Sly Fox Brewing Company,Phoenixville,PA
beer_3456,Copper Hook,American Amber / Red Ale,12.0,5.8,,Redhook Brewery,Woodinville,WA
beer_3457,Pale,American Pale Ale (APA),,9.0,37.0,Three Pints Brewing,Martinsville,IN
beer_3458,Helios efeweizen,Hefeweizen,,4.7,,Odyssey,Arvada,CO
beer_3459,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,12.0,7.7,30.0,Worthy Brewing Company,Bend,OR
beer_3460,Sun King Oktoberfest,Märzen / Oktoberfest,16.0,5.5,,Sun King Brewing Company,Indianapolis,IN
beer_3461,Garce Selé,Saison / Farmhouse Ale,12.0,6.9,,18th Street Brewery,,IN
beer_3462,Summer Solstice Cerveza Crema,Cream Ale,12.0,5.6,4.0,Anderson Valley Brewing Company,Boonville,CA
